Age,EducationNum,MaritalStatus,Occupation,Relationship,Race,Gender,Hours/Week,Country,Income
19,9,Never-married,Other-service,Own-child,White,Female,40,El-Salvador,<=50K
46,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
23,10,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K
49,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K
58,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
41,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,>50K
50,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
77,9,Widowed,Adm-clerical,Not-in-family,White,Female,10,United-States,<=50K
27,11,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,<=50K
29,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
54,1,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,India,<=50K
39,10,Separated,Prof-specialty,Unmarried,Black,Female,37,United-States,<=50K
32,10,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,<=50K
36,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,<=50K
24,13,Never-married,Prof-specialty,Own-child,White,Female,20,United-States,<=50K
50,14,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
32,9,Divorced,Farming-fishing,Not-in-family,White,Male,65,United-States,<=50K
26,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
49,13,Divorced,?,Own-child,White,Female,40,United-States,<=50K
38,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,<=50K
47,13,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K
31,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K
50,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
18,7,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
59,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
56,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
34,9,Never-married,Adm-clerical,Own-child,White,Male,50,United-States,<=50K
32,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
29,13,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K
29,10,Divorced,?,Own-child,Black,Male,40,United-States,<=50K
42,13,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
37,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
36,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
59,14,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
32,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
52,9,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,>50K
29,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,Thailand,<=50K
39,15,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,>50K
39,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
69,13,Widowed,Exec-managerial,Not-in-family,White,Female,15,United-States,<=50K
43,9,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States,<=50K
39,11,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K
19,10,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
60,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
51,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
75,10,Widowed,Prof-specialty,Not-in-family,White,Female,8,United-States,<=50K
37,11,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
24,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,?,<=50K
20,7,Never-married,Other-service,Own-child,Black,Male,20,United-States,<=50K
58,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,<=50K
21,14,Never-married,Transport-moving,Own-child,White,Male,15,United-States,<=50K
28,9,Separated,Protective-serv,Other-relative,White,Male,40,United-States,<=50K
40,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
45,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
40,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
41,10,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
58,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
44,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
26,9,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,<=50K
29,12,Never-married,Sales,Not-in-family,White,Male,45,Mexico,<=50K
45,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
23,12,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
39,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
45,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
51,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
22,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
67,4,Divorced,?,Not-in-family,White,Male,3,United-States,<=50K
28,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
23,10,Never-married,Other-service,Unmarried,White,Female,25,United-States,<=50K
33,9,Married-civ-spouse,Other-service,Husband,Black,Male,35,United-States,<=50K
37,11,Married-civ-spouse,Tech-support,Husband,White,Male,43,United-States,<=50K
19,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
90,2,Widowed,?,Not-in-family,Black,Female,40,United-States,<=50K
35,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
62,4,Divorced,Tech-support,Unmarried,White,Female,38,Columbia,<=50K
20,10,Never-married,?,Own-child,White,Female,15,United-States,<=50K
25,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
21,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K
32,10,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K
32,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,<=50K
70,9,Widowed,Adm-clerical,Not-in-family,White,Female,12,United-States,<=50K
65,6,Married-civ-spouse,?,Husband,White,Male,50,United-States,>50K
57,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
31,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
37,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
34,9,Divorced,Other-service,Unmarried,White,Female,36,United-States,<=50K
26,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,78,United-States,<=50K
44,10,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,<=50K
66,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
39,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
31,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
53,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
36,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,50,United-States,<=50K
61,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
43,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
38,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
26,9,Never-married,Adm-clerical,Not-in-family,White,Male,50,Mexico,<=50K
27,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,8,United-States,<=50K
58,5,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
37,9,Divorced,Adm-clerical,Unmarried,White,Female,12,Puerto-Rico,<=50K
56,4,Married-civ-spouse,Craft-repair,Husband,White,Male,26,United-States,<=50K
36,10,Separated,Exec-managerial,Not-in-family,White,Male,60,United-States,>50K
29,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
28,6,Never-married,Transport-moving,Unmarried,White,Male,30,United-States,<=50K
61,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
66,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,United-States,>50K
31,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K
21,12,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K
67,9,Married-civ-spouse,Transport-moving,Husband,White,Male,58,United-States,>50K
26,9,Widowed,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
21,10,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
33,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
33,9,Divorced,Other-service,Unmarried,White,Female,32,United-States,<=50K
59,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
82,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
34,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
29,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,France,>50K
19,10,Divorced,Other-service,Own-child,White,Female,40,United-States,<=50K
57,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,United-States,<=50K
41,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
55,6,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K
27,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K
33,9,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K
43,10,Divorced,Adm-clerical,Not-in-family,Black,Male,50,United-States,>50K
72,10,Widowed,Tech-support,Not-in-family,White,Female,16,United-States,<=50K
68,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
29,9,Separated,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
41,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
30,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
31,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,70,United-States,>50K
54,3,Married-spouse-absent,Other-service,Unmarried,Black,Female,30,Haiti,<=50K
32,12,Separated,Exec-managerial,Unmarried,White,Female,50,United-States,>50K
56,9,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
39,13,Married-civ-spouse,?,Wife,White,Female,6,United-States,>50K
41,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K
48,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
66,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,<=50K
25,13,Never-married,Sales,Not-in-family,White,Female,50,United-States,<=50K
31,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
32,12,Divorced,Sales,Not-in-family,White,Male,48,United-States,<=50K
51,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
42,9,Never-married,Adm-clerical,Other-relative,Black,Female,40,Trinadad&Tobago,<=50K
22,10,Never-married,?,Not-in-family,Black,Female,35,United-States,<=50K
31,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
43,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
42,10,Never-married,Transport-moving,Unmarried,Black,Female,40,United-States,<=50K
20,9,Never-married,Other-service,Other-relative,Other,Male,40,United-States,<=50K
40,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
65,9,Widowed,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
53,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,United-States,>50K
56,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K
51,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
38,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K
44,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
49,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
47,9,Divorced,Craft-repair,Not-in-family,Black,Male,44,United-States,>50K
22,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K
53,10,Separated,Craft-repair,Not-in-family,White,Male,45,United-States,>50K
41,10,Divorced,Protective-serv,Not-in-family,White,Male,20,United-States,<=50K
19,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
27,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,43,United-States,<=50K
48,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,United-States,>50K
52,4,Never-married,Other-service,Own-child,White,Female,7,United-States,<=50K
61,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
45,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,China,>50K
29,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
41,10,Divorced,Other-service,Not-in-family,White,Male,21,United-States,<=50K
38,10,Divorced,Exec-managerial,Unmarried,Black,Male,60,United-States,<=50K
32,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
37,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
55,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
62,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
48,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
43,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
25,9,Never-married,Sales,Own-child,Black,Male,24,United-States,<=50K
47,9,Separated,Other-service,Not-in-family,White,Female,40,United-States,<=50K
49,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K
55,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
42,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
40,9,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
34,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
38,9,Separated,Sales,Unmarried,White,Female,10,United-States,<=50K
39,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
45,12,Divorced,Craft-repair,Not-in-family,White,Female,55,United-States,<=50K
43,12,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
32,9,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
18,10,Never-married,Other-service,Own-child,White,Female,20,Mexico,<=50K
27,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
57,12,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
38,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,60,United-States,<=50K
67,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
26,7,Separated,Other-service,Unmarried,White,Female,20,United-States,<=50K
21,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
17,6,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K
31,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
51,12,Separated,Sales,Not-in-family,Black,Male,30,United-States,<=50K
29,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
28,13,Never-married,Craft-repair,Own-child,White,Male,40,United-States,>50K
32,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
31,10,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States,<=50K
26,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
28,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
40,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
51,4,Never-married,Handlers-cleaners,Own-child,White,Male,19,United-States,<=50K
62,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,20,United-States,<=50K
54,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,<=50K
55,9,Separated,Other-service,Not-in-family,White,Female,16,United-States,<=50K
24,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,20,United-States,<=50K
27,14,Never-married,Adm-clerical,Own-child,White,Male,45,United-States,<=50K
18,9,Never-married,Transport-moving,Own-child,White,Male,30,United-States,<=50K
22,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,>50K
21,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
44,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,80,Philippines,>50K
50,14,Married-civ-spouse,?,Husband,White,Male,60,United-States,>50K
38,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
39,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
27,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
35,7,Divorced,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
51,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K
60,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
62,10,Married-civ-spouse,?,Husband,White,Male,40,United-States,>50K
38,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
37,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,35,United-States,<=50K
43,10,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
49,10,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,<=50K
17,6,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K
32,9,Never-married,Other-service,Not-in-family,White,Male,60,United-States,<=50K
23,13,Never-married,Prof-specialty,Not-in-family,White,Female,38,United-States,<=50K
28,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
83,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
25,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
42,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
46,7,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
29,13,Never-married,Prof-specialty,Not-in-family,Other,Female,50,United-States,<=50K
44,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
60,15,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
30,11,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
24,10,Never-married,Sales,Own-child,White,Female,17,United-States,<=50K
17,6,Never-married,Other-service,Own-child,White,Female,10,United-States,<=50K
76,7,Widowed,?,Other-relative,White,Female,16,United-States,<=50K
31,12,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K
52,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
39,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,35,United-States,<=50K
73,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
38,9,Never-married,Other-service,Unmarried,Black,Female,24,United-States,<=50K
48,9,Divorced,Other-service,Not-in-family,Black,Female,20,United-States,<=50K
60,6,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K
26,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
20,9,Never-married,Other-service,Other-relative,White,Male,40,United-States,<=50K
54,16,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
50,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K
20,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
23,10,Never-married,Adm-clerical,Other-relative,Black,Male,22,United-States,<=50K
35,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
43,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K
50,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,32,United-States,<=50K
58,2,Separated,Farming-fishing,Not-in-family,Black,Male,50,United-States,<=50K
55,12,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K
29,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
47,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
39,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,<=50K
63,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K
27,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K
62,7,Divorced,?,Not-in-family,Black,Female,40,United-States,<=50K
38,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
25,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,65,United-States,<=50K
31,9,Married-civ-spouse,Other-service,Husband,White,Male,52,Mexico,<=50K
40,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
42,16,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
52,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
46,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
31,10,Separated,Other-service,Unmarried,White,Female,50,Mexico,<=50K
33,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
58,9,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
52,9,Divorced,Tech-support,Unmarried,White,Male,36,United-States,>50K
25,13,Never-married,Exec-managerial,Not-in-family,White,Male,35,United-States,>50K
54,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
46,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,United-States,<=50K
28,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
24,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
39,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
60,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
22,9,Never-married,Other-service,Unmarried,White,Female,40,United-States,<=50K
27,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
35,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
47,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
33,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
40,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
38,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
26,12,Separated,Craft-repair,Not-in-family,Other,Female,40,United-States,<=50K
54,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
39,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,?,<=50K
60,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
32,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
19,10,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K
49,9,Married-civ-spouse,?,Husband,White,Male,60,United-States,<=50K
31,7,Never-married,Adm-clerical,Unmarried,White,Female,48,United-States,<=50K
29,9,Separated,Sales,Unmarried,White,Female,25,United-States,<=50K
39,9,Never-married,Sales,Unmarried,Black,Female,40,United-States,<=50K
42,14,Married-civ-spouse,Sales,Husband,White,Male,50,?,>50K
26,9,Divorced,Other-service,Unmarried,White,Female,35,United-States,<=50K
27,11,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
52,5,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
50,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
51,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,>50K
51,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
40,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
61,4,Widowed,Farming-fishing,Not-in-family,Black,Male,40,United-States,<=50K
35,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
41,9,Divorced,?,Not-in-family,Black,Female,28,United-States,<=50K
31,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
43,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
20,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
35,10,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
30,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K
42,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
51,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
39,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,99,Japan,>50K
69,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,United-States,<=50K
63,5,Married-civ-spouse,?,Husband,White,Male,40,United-States,>50K
29,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
21,10,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
24,13,Never-married,Tech-support,Not-in-family,White,Male,55,United-States,<=50K
55,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K
42,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
48,7,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
31,13,Never-married,Tech-support,Not-in-family,White,Female,42,United-States,<=50K
52,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
30,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
29,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
32,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
47,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
56,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
40,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
20,10,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K
36,10,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
45,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
38,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
60,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
70,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,<=50K
21,10,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
57,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
33,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K
37,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
50,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
68,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K
28,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,Mexico,<=50K
32,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
30,15,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K
18,7,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K
